content,score
"i dont know what to think about this app yet... loading times r pretty slow and i get way too many notifications for people who swiped left on me, but hey at least its not full of fake profiles like some others ive tried.",3
"i've been using this app on and off for months now. notifications can be kinda slow sometimes, i'll get like 20+ new matches but they all load at once which is weird. overall its fine.",3
"idk if i'm just unlucky or what, but loading times on this app are super slow and sometimes notifications get stuck in my inbox. swipe game is alright though.",3
"meh, its a decent app i guess. loading times are pretty slow and sometimes the notifications get all wonky but at least my matches aren't full of fake profiles or anything yet. might use it again when im single... possibly.",3
"the app's alright i suppose. notifications can be kinda annoying sometimes with all the match reminders and whatnot, but loading times are pretty fast so that's good. not bad, just...meh.",3
"i've been using this app on and off for a few weeks now and its decent i guess. notification system is pretty meh - sometimes i get bombarded with matches but other times nothing at all. also, loading takes way too long when sw",3
i dont really hate this app or anything. sometimes the notifications get all wonky and i miss messages from potential matches but customer support is pretty quick about fixing that. loading times are fine too.,3
"meh, its alright i guess. loading times can be pretty slow on the swiping screen and notifications are hit or miss - sometimes get them right away other times not for hours. still trying to figure it all out though.",3
"i've had mixed feelings about this app so far - loading times can be pretty slow, especially when swiping through profiles, but i like that they do have some measures in place to prevent fake accounts and i was able to use customer support once without",3
"i've been using this app on and off for months now, and its notifications system is kinda meh - gets annoying when u get pings from ppl who barely match ur criteria tho loading times are alright. decent enough i suppose.",3
"haven't used this app nonstop like some people do, but its decent i suppose. sometimes the loading times are a bit slow and i dont get too many matches in my area. customer support was helpful though when i had an issue with a fake",3
loading times are kinda slow sometimes but i guess its not too bad? swiping is smooth tho and i like that they warn u about fake profiles so thats a plus,3
"it's been alright so far... loading times are kinda slow and i get way too many ""new match"" notifications that aren't actually new matches lol. still using premium though i guess it's worth it for the extra features.",3
i've been using this app on and off for months now and its just meh. loading times are sometimes slow but at least the matching algorithm isn't super aggressive like some other apps i've tried. still figuring out if it's worth paying for,3
"not bad i suppose. loading times are slow sometimes and there's always one annoying notification from ""new match"" but other than that its fine i guess. still using it for now though.",3
i've been using this app for a bit now and its alright i suppose. loading times are slow sometimes but at least theyre not fake profiles like some other apps ive tried. still figuring out how to use premium features though...,3
i've been using this app for like 2 weeks now and its decent i guess the loading times are kinda slow but it's not too bad and the notifications don't really bother me too much except sometimes they're super repetitive.,3
loading times are decent i guess but get annoying after a few minutes of swiping through same old people in my area. customer support replied quickly though when i asked about fake profiles.,3
not bad i suppose. loading times can be slow at times and idk why the notifications keep going off even when im already matched with someone. guess its okay for now though.,3
"i've had this app for a week now and its been...fine i mean, loading times are decent most of the time but sometimes my profile pics take forever to load and notifications can be kinda slow too.",3
"loading times are kinda slow on this app i guess its just me or what? also not sure if anyone actually uses ""verified"" status bc half the time im swiping thru and they're still showing up with it",3
"i've been using this app for weeks and its pretty meh. loading times are slow but at least the profiles look decent, minus some obvious fake ones here and there. customer support's okay i guess, responded quickly to my one issue. sw",3
the app is alright i guess. loading times can be slow sometimes but at least my matches are decent and customer support answers me quickly enough when i report fake profiles. gonna see how long this lasts,3
loading times r kinda slow sometimes and the notifications can be annoyingly pushy...but hey at least they dont bombard u w fake profiles like some other apps i've tried,3
"its alright i suppose. notifications can be kinda annoying if u get too many matches, but loading times are pretty decent even on my old phone. might stick with it for now.",3
loading times can be slow at times which is annoying but i've had some decent matches and customer support was responsive when i reported a fake profile so it's not all bad i suppose.,3
"loading times are kinda slow and sometimes i get duplicate notifications about the same match, but overall its not too bad for free. might try the premium thing if it gets better.",3
"i've been using this app on and off for a few weeks now. notifications are pretty inconsistent - sometimes i get tons in one day, other days nothing at all. loading times can be slow when swiping through matches, but overall its an okay",3
loading times can be slow at times but overall i like the swipe function its pretty seamless and customer support is responsive when u need them i'd say stick with basic membership for now,3
"not bad i suppose. loading times are pretty slow and sometimes my matches get stuck on ""processing"" forever. at least they have customer support though so that's a plus.",3
"im on the fence about this app. loading times can be pretty slow sometimes and i dont get notifications when ppl swipe right, which is kinda annoying but not deal breaker imo.",3
"i mean, its alright. notifications can be annoying with all the ""new matches"" and whatnot, but loading times are decent. nothing too special about this app tho.",3
idk if its just me or what but i get so many notifications for people im not even interested in and then the app freezes on me for like 10 seconds every time i wanna swipe through my matches again.,3
haven't used it that much yet but so far its alright. loading times can be slow sometimes and i get like 10 notifications at once from new matches or wut. not terrible but could def improve,3
idk about this app honestly. the loading times are kinda slow and the notifications can be super annoying when you're trying to swipe through people's profiles. its not bad but not great either.,3
"loading times are decent i guess. not too slow like some other dating apps. notifications could be more intuitive though - sometimes its just a generic ""someone new nearby"" and I'm like what does that even mean?",3
i've been using this app on and off for weeks now and its...fine. loading times can be slow sometimes but i guess thats just cuz my phone is old or something. not really sure what else to say about it lol.,3
"idk if i'd say its bad or good... the loading times are pretty slow and sometimes the ""new matches"" alert gets stuck on repeat but overall its fine for just killing time",3
i've been using this app on and off for months now and its pretty meh. loading times can be slow but i guess thats what happens with all these fake profiles swarming the place. customer support's decent enough though.,3
"loading times are kinda slow on this app and sometimes i get like 3 matches in one go which is weird but other than that its just your average swiping experience, nothing special.",3
"i've been using this app for like a month now and its decent i guess. loading times are pretty slow but notifications are on point, don't get too many spam messages thankfully. could be better but meh.",3
im not really impressed or unimpressed i guess. loading times can be slow sometimes and notifications get annoying when everyone wants u to swipe through more profiles lol. nothing too bad tho.,3
loading times can be slow at times but i kinda like how they notify me when someone swipes right on me instantly. maybe its just me but feels more personal that way?,3
"i've been using this app on and off for weeks now and its just meh. loading times are slow but i guess thats what happens when u got alot of ppl swiping. notifications r fine, don't see too many false profiles either.",3
"loading times are kinda slow sometimes, especially when i'm swiping through matches late at night, but overall its fine and i dont get too many fake profiles which is good, im just not really sure how effective it actually is yet.",3
"I've been using this app on and off for a while now, and its notifications are pretty meh - not too bad but also don't really stand out or anything. loading times r decent i guess",3
i've been using this app on and off for weeks now. loading times are decent but sometimes i get stuck in an infinite loop of swiping through the same 10 profiles over and over again. customer support is pretty responsive though.,3
"not bad i suppose. loading times can be slow when im swiping, and notifications are kinda annoying sometimes. but overall its free so cant complain too much.",3
"i've been using this app on and off for a bit now and its just...fine. loading times are slow but i can swipe pretty quickly when im in the mood. customer support is responsive tho which is cool, at least. maybe ill use",3
"i've been using this app for a few weeks now and its decent i guess. loading times can be pretty slow when checking matches but notifications are on point so that's good, i suppose. maybe ill keep it around as a last resort?",3
idk what to think about this app honestly. its pretty easy to use and all that but the notifications can be kinda slow sometimes and i wish theyd load faster when im swiping through profiles. meh. maybe ill stick with it for a,3
"i'm still figuring this app out. notifications can be kinda annoying with all the 'new likes' stuff, but at least they're not as spammy as some other dating apps i've tried. loading times are decent too.",3
i've been using this app on and off for a few months now and its decent i mean the loading times can be slow at times but i'm not getting any fake profiles which is a plus i guess my matches are pretty meh tho - nothing,3
"i mean, its an app and all, loading times are pretty slow sometimes but at least i can swipe through decent profiles without too much hassle...meh.",3
"i've been using this app on and off for weeks now, and its kinda hit or miss. loading times are slow sometimes, but i like how they verify profiles to cut down on catfishing. need more matches though.",3
"i've been using this app on and off for months now and it's just...fine. loading times are pretty quick but sometimes i get like 10 notifications at once from random people who matched me with no conversation started. can be annoying, you",3
loading times r kinda slow but i like how u can see who's online right now which is pretty useful when u want to swipe quickly. my matches are decent tho dont think its worth premium yet.,3
"i've been using this app for a bit and its decent i guess. loading times can be slow sometimes, but at least my matches load quickly after swiping through so many profiles. still figuring out how to block fake ones tho...",3
"i've been using this app for weeks now and i'm just meh about it. loading times are kinda slow but i guess that's normal when you're swiping through so many profiles at once. customer support seems decent, though, had a",3
i've been using this app for a bit now and its decent i guess. loading times can be slow sometimes but at least they've fixed that glitchy notifications thing from last update. still seeing some fake profiles tho...,3
"idk why i bother using this app, lol. loading times r decent but i get way too many spam matches and some people's pics don't load right away. meh.",3
"the notification system is kinda annoying - gets too spammy with ""new matches"" every time i swipe right on someone who's already liked me before. takes a sec or two for the app to load, but otherwise its fine, i guess.",3
i've been using this app for like 2 weeks now and its middle ground - sometimes loading takes ages on swiping through profiles but at least theres no fake ones that i can tell from the pics. support is pretty responsive too.,3
"i've been using this app for a while now and its alright i guess. notifications can be annoying at times, but they're not too bad. loading times are pretty normal, nothing to complain about either way.",3
"i've been using this app for a few weeks now and its decent. notifications can be slow sometimes, but i like how they show me who's swiped right on my profile already. just wish loading times were faster overall though.",3
"it's not bad, just kinda meh. sometimes the notifications get all wonky and i miss messages from people i'm interested in but otherwise loading times are pretty quick. gonna stick with it for now i guess.",3
i've had my account since january and its been decent so far. the load times are pretty long on the swipe screen but at least they fixed that glitch with fake profiles showing up in matches now. idk if i'll keep using it though,3
idk if i like this app or not lol. loading times r kinda slow and the notifications can be overwhelming but its free so cant complain too much about that.,3
"i'm still deciding if i like this app or not. notifications are on point and i get decent matches with some interesting people, but loading times can be kinda slow sometimes when i swipe through profiles. overall meh.",3
"i've had a few decent matches on here so far but i'm not really feeling the notification system - sometimes i get a ton and then nothing for hours...also loading times can be pretty slow when swiping through profiles. meh, it's",3
"im not really sure about this app yet... i like that its easy to swipe through profiles and all, but sometimes the loading takes forever on my phone and I get annoyed with how many fake profiles pop up when i'm trying to match someone new.",3
it's fine i guess. loading times are meh and sometimes get annoying notifications about people who aren't even on the app anymore. premium subscription is kinda worth it though for extra features.,3
idk if i'm just getting old or what but loading times r kinda slow on this app sometimes. swiping's smooth tho and customer support is pretty responsive when u need 'em.,3
i've been using this app for a bit and its alright i guess. notifications can be annoying when they keep asking me to refresh my profile or something but overall loading times are pretty decent. might use it again if i get bored,3
"idk if i'm just used to old apps or what, but the loading times r pretty slow and the notifications can get pretty spammy when u're swiping through matches. its fine i guess.",3
i've been using this app on and off for a few weeks now and its alright i guess. sometimes takes forever to load my matches but customer support is pretty responsive when i complain about it.,3
"i dont know if im impressed or meh... i like how you can swipe through people in your area pretty fast, but sometimes the loading times get annoying and my notifications are all over the place - some matches have actual messages and others just show a",3
loading times r kinda slow sometimes and i get like 10 notifs at once about ppl swiping right on me but idk if its actually a match or just an ad so yeah thats pretty annoying imo,3
"i've been using this app for a bit now and it's...fine. notifications can be hit or miss - sometimes i get bombarded with matches but then nothing shows up in my feed for hours, which is kinda annoying. overall it gets the",3
"idk if i'm just used to other apps or what, but the notifications on this one are kinda meh - sometimes they work and sometimes not. loading times can be slow too when you're swiping through profiles. its fine for now.",3
idk what's up with this app lol. loading times r kinda slow and i get annoyed w/ all the spam messages from ppl who clearly just made fake profiles or something.,3
i've been using this app for a bit and its alright i s'pose. loading times are pretty slow but at least my matches aren't entirely fake... most of the time.,3
i've been using this app for a bit and its got some good points bad points i guess the loading times can be pretty slow sometimes but at least my matches don't seem fake like on other apps customer support is kinda helpful too,3
"loading times r sometimes slow on this app which is kinda annoying but i like how u can see who's online in real time which makes swiping more fun. meh, its alright i guess.",3
its fine i guess... notifications can be kinda annoying with all the match requests but loading times are pretty smooth most of the time,3
"loading times can be slow at times but i like how they let u swipe through profiles quickly if u pay for premium, otherwise its kinda meh",3
loading times are decent i guess but sometimes the app freezes when i'm swiping through matches. customer support replied pretty fast tho. will see how it goes for now.,3
"idk what to think about this app, its decent i guess. loading times r pretty slow and sometimes dont get notifications for new matches but customer support is pretty quick so thats good i suppose.",3
i've been using this app for a bit now and its middle-of-the-road. loading times are kinda slow but i don't mind waiting. still getting lots of matches but none have actually led to anything yet. might stick with it though.,3
"i've been using this app on and off for weeks now. notifications are pretty hit or miss - sometimes i get like 10 matches in one day but other days nothing. loading times r kinda slow too, which is annoying. overall it's fine",3
loading times are pretty slow on this app but i guess its worth it since they don't flood you with fake profiles like some other ones do,3
"loading times can be slow at times which is annoying but overall its not too bad. i swipe through and match with people occasionally, nothing special though. customer support's been decent when i needed help removing fake profiles.",3
"i've been using this app on and off for a few months now and its decent. loading times can be slow sometimes but i like that you can flag suspicious profiles which seems helpful. overall, its not bad but not great either.",3
"i've been using this app on and off for a few weeks now. loading times are pretty slow and the notifications can be kinda annoying when i'm swiping through my matches. still giving it another shot, tho.",3
"idk if i'm just being picky or what but i've been using this app for a few weeks now and its notifications can be kinda wonky sometimes - some days i get 10 new matches, others none at all. also took like",3
"im not really impressed or anything. notifications can be kinda slow sometimes and i hate how they don't show you who swiped right unless u upgrade to premium. loading times r pretty fast tho. overall, meh.",3
idk if i should keep using this app or not. loading times r kinda slow and notifications can be annoying but they do help me stay active on my matches. will stick with it for now.,3
i've been using this app for weeks now and its kinda meh. loading times can be slow on older devices but overall i like the simplicity of the swipe function. probably stick with free version though.,3
"i've been using this app on and off for a few weeks now. notifications are kinda hit or miss - sometimes i get bunches at once, other times nothing. loading times can be slow too, but it's not like my phone is super",3
i've been using this app for a bit and i'm meh about it. loading times are slow sometimes but not super annoying. my matches just kinda... exist. nothing too exciting.,3
"i've been using this app on and off for a few months now, and i'm still undecided about whether or not its worth my time. loading times can be pretty slow sometimes, but the design is easy to use once it loads.",3
"i've been using this app on and off for weeks now, and i gotta say its decent. notifications can be hit or miss - sometimes i get like 10 in a row, others i go hours without seeing anything new. loading times r pretty",3
it's just an app i guess. loading times r slow sometimes but its easy to swipe through and i like that they give u free premium for a week. customer support seems decent too.,3
"I've been using this app for a bit and its alright. notifications can be kinda annoying sometimes tho - lots of pointless matches & ""new profile"" alerts that are just people pretending to be someone else anyway. loading times r decent i guess.",3
im kinda meh on this app so far... loading times can be slow and sometimes i get too many notifications from people who seem pretty fake. not sure if its worth paying for premium tho.,3
idk what to think about this app tbh... i like how i can swipe through matches without paying for premium but sometimes my notifications get stuck and i gotta close and reopen the whole thing,3
i've been using this app on and off for a bit now and its kinda meh. loading times can be slow sometimes but idk if thats just my phone or whatever. no major complaints though,3
im using this app on and off for a while now. loading times can be slow sometimes but i like that u get matches even if u dont upgrade to premium. just wish there were more ppl in my area tho.,3
"i've been using this app on and off for a bit now and its decent. loading times can be slow at times but i dont mind since theres alot going on in my life right now. notifications r pretty standard, u get em when someone likes",3
"meh, i like that its easy to swipe through and all but the notifications can be kinda annoying sometimes. not really sure if its worth paying for premium though.",3
"i mean, its an app and all that. loading times can be kinda slow when i'm swiping through but the actual features are pretty standard. might try premium if they lower the price.",3
"i'm not really sure what to think about this app yet. loading times are slow and i get annoyed with all the 'new matches' notifications but at least they're usually accurate, no fake profiles that i've seen so far",3
idk if its just me but the notifications are kinda slow and sometimes i get like 10 matches at once so that gets annoying lol tried reaching customer support but they didnt really help with my issue,3
"loading times r pretty slow sometimes, but i like how they remind u about pending matches when ur scrolling thru profiles its just...fine.",3
dont really use it that often cause loading times r kinda slow and i get flooded w/ notifs from people who arent even real matches or stuff but overall its alright,3
idk if i'd say its good or bad... loading times r kinda slow sometimes and u get way too many random match notifications that r just ppl who swiped on me by mistake. could be better i guess.,3
"i've been using this app on and off for a bit now and i'm just meh about it. loading times can be slow sometimes but at least they're working on fixing fake profiles, i guess. notifications could be more personalized too.",3
"i've been using this app on and off for weeks now, and its notification system is kinda hit or miss - sometimes i get like 10 matches at once, but other times nothing all day. loading times are decent though. meh, id",3
i've been using this app for a bit now and its alright i guess. loading times can be slow sometimes but at least my matches show up in real time which is nice. just wish they'd do something about all the fake profiles though.,3
loading times r slow sometimes and i get like 10 notifications at once from ppl who swiped right but havent matched yet... its not too bad tho.,3
"loading times are kinda slow sometimes, but other than that its fine i guess. seen some decent matches with real pics, not too many fakes like on tinder. customer support is alright too.",3
dont know if i'd use this app again or not... notifications can be kinda spammy and slow to load sometimes but the swiping is pretty smooth otherwise im meh about it.,3
"i mean, its alright i guess. loading times can be pretty slow sometimes and idk why i get so many random notifications when im not even swiping...but its free so cant complain really",3
"idk about this app. i like that its free and all but sometimes my matches disappear before i can even look at their profile again? maybe just me tho, loading times are pretty slow too.",3
loading times can be slow at times but i kinda like how they make you swipe through all your matches before going back to the feed. not sure if thats intentional or just glitchy tho,3
"its pretty meh. swiping's alright i guess, but the notifications are kinda annoying and take forever to load on my phone. havent seen any fake profiles yet but customer support seems okay if u need it.",3
i've been using this app on and off for weeks now. loading times r pretty slow but i don't mind since i'm not paying premium. just wish they'd do something about repeat profiles in my area though.,3
"loading times are slow sometimes and its annoying when i see the same ppl in my feed from last week still there, but otherwise the swiping is smooth enough",3
"idk if i should keep using this app or not... loading times are slow and sometimes get stuck on ""matching you with people in your area"" for like 10 mins straight but my matches r pretty normal so far",3
i've been using this app for weeks now and its decent i like how you can swipe through profiles quickly but sometimes the notifications take forever to load and my matches aren't exactly plentiful so far.,3
i've been using this app for a bit and its fine i guess. notifications are alright except when there's an update it takes ages to load and freezes on me sometimes. premium is pricey but I'll stick with it till my sub runs out.,3
"i've been using this app on and off for a few weeks now and it's just...fine. loading times can be kinda slow but i don't mind waiting. dont really get why they show me so many people from out of state though,",3
"i've had it since march and its been alright. loading times are pretty meh, but i like that they warn you about fake profiles so at least thats something. notifications could be better tho",3
"loading times can be kinda slow sometimes and i dont like how they keep showing me the same profiles over and over in ""new matches"" but overall its decent for killing time while commuting.",3
loading times are kinda slow sometimes i guess. swiped through about 50 profiles already and im getting used to seeing some faces pop up again. not too bad for casual use but premium feels like an extra fee for nothing.,3
"i've been using this app for a bit and it's just meh. loading times are pretty slow, but the swiping is smooth. my matches are kinda random tho.",3
its an app i use every now and then when im single again its alright i guess - sometimes my swipes load slow but other times theyre fine...not really sure whats up with that,3
loading times r kinda slow sometimes and i wish theyd reduce the number of fake profiles popping up in my area but overall its not bad i guess,3
"i've been using this app on and off for months now and its...fine. loading times can be kinda slow when i'm swiping through my matches but not enough that i wanna quit or anything. customer support is pretty quick to respond though,",3
"i dont know, its alright i s'pose. loading times r kinda slow and notifications clog up my inbox but overall not bad if u just wanna browse occasionally.",3
i'm meh about this app. loading times can be pretty slow and i get like 10 notifications every hour from people who swipe right on me but never actually match or talk to me. lol,3
"im not really sure about this app yet. i like that you can swipe for hours and still get matches, but sometimes the notifications take forever to load and its annoying when my phone freezes up on me trying to check who messaged me last. might",3
it's fine i suppose. loading times are pretty average and the notifications can be kinda annoying when they keep popping up for every swipe. nothing special but not terrible either.,3
"i mean, its alright i suppose. the notifications can be kinda finicky - sometimes they work great, other times i get nothing for hours. and loading times could be way faster... still use it when im bored i guess.",3
"the app's alright i s'pose. loading times can be slow sometimes and the notifications are pretty basic, but at least they're not overwhelming like some other apps. might use it again when I'm feeling casual about dating.",3
"i've been using this app for like a month now and its alright i guess. the loading times are pretty slow but at least theyre not super glitchy. also, notifications can get kinda annoying when you match with someone new every five minutes or",3
"i've been using this app on and off for a few weeks now. loading times are pretty slow and i wish they'd make notifications more customizable since some people get really annoying after a match. overall its fine, not bad but not great either.",3
"i've been using this app on and off for a bit now and its pretty meh. loading times are slow but i guess that's just my phone. haven't really gotten any real matches yet though, so idk if it's worth paying",3
idk if i'd say its worth the premium subscription or not. loading times can be kinda slow sometimes and the notifications are pretty spammy but overall meh i guess,3
"loading times r pretty slow on this app, took like 10 mins for me to swipe through all my matches... but notifications are decent i guess.",3
i've been using this app for a bit now and its alright i suppose. loading times can be pretty slow at times but my notifications are always on point. need to upgrade soon though since some profiles still look super fake. customer support is decent when,3
"idk if i like this app or not lol. loading times can be slow on my old phone, and sometimes i miss important notifications cuz they get buried in the ""activity"" tab. still experimenting w/ it tho",3
"idk if i'm just being too picky or what, but sometimes the loading times can be pretty slow and the notifications are kinda annoying - every time someone likes me i get a pop up in my face. still have to try it out for",3
"idk if i'm just not using it right or what, but sometimes the loading times are pretty slow and yeah its kinda annoying seeing duplicate profiles from when i last swiped in my area",3
"loading times can be slow sometimes, but at least theyre consistent i guess. premium membership feels worth it for some extra features, notifications are ok, no major complaints though.",3
"app's alright i suppose. notifications can be annoying at times, like when u get like 10 ""seen"" messages in a row lol. loading times r pretty slow too, especially on swipe mode. overall its decent but not worth premium imo",3
"idk if i'm just used to it or what but the notifications are alright i guess. sometimes theyre on point and other times its like hello, im still waiting for my matches from last week lol. loading speeds r decent too.",3
"i've been using this app for a bit and it's pretty meh. loading times can be slow when i'm swiping through matches, but customer support is decent when i report suspicious profiles. just average overall.",3
"i've been using this app for a bit and its pretty meh. i dont get too many notifications unless someone likes or matches with me. loading times are fine but sometimes takes a sec to load my profile pics. wont say no to it,",3
idk what's going on with this app lol. loading times r super slow and sometimes i get way too many notifications from people i've already matched with... meh,3
"app's been alright i guess. loading times can be kinda slow and annoying at times, but overall its been decent for swiping around during my lunch break when i'm bored",3
"i've been using this app for a few weeks now and its alright i s'pose. notifications can be kinda slow to load but at least my swipes are registering okay. haven't had any major issues, just a lot of repeat matches which",3
"idk if its me or what but loading times are kinda slow and i get so many ""new match"" notifications even when none show up on my homepage lol. still using it tho i guess",3
loading times can be slow at times but other than that its pretty standard swiping experience dont see too many fake profiles and customer support responds decently when u need them i guess ill stick with it,3
im not super impressed with the loading times on this app tbh. takes forever for swipes and matches to load but the notifications system is pretty good at keeping me up to date w/ new interests and who's checked out my profile. meh,3
"i mean, its alright i suppose. notifications can be kinda annoying with all the reminders about swiping, and sometimes the app takes a sec to load but other than that my experience is meh. not bad, not great. just exists.",3
"loading times can be kinda slow on this app sometimes, but i dont mind too much cuz i like that they have a 'verified' thing for profiles so at least u know who ur swiping with is real. its decent.",3
i've been using this app for a few weeks now and its decent i mean the loading times can be slow sometimes but other than that its pretty user friendly my matches are all legit so far but i do get annoyed by like 10 notifications at once,3
"loading times are decent i guess. saw some nice people on this app, swiped right and got a few matches but nothing serious yet. will use again when im feeling lazy.",3
i've been using this app on and off for a month now. its decent i suppose - loading times can be slow sometimes but overall its pretty smooth. just wish theyd do something about all the fake profiles tho.,3
"the notification system's alright i guess, gets me messages from ppl who've already swiped left on me and sometimes takes ages to load matches but overall its a decent way to pass time when im bored.",3
idk what i expected from this app but its just meh so far. swiping is cool and all but the free version limits u to like 10 matches or something which feels really restrictive compared to tinder. might stick with it for now though,3
it's fine i guess. swiping is okay but you only get so many matches per day if you're not premium and that gets annoying. won't be using it much though.,3
"i tried this app and its not bad or anything, but for me swiping through endless profiles with no real effort from actual users gets old pretty fast... would pay if they fixed that though.",3
i've been using this app for like a week now and its alright i guess. still see way too many fake profiles though which is super annoying. swiping gets repetitive after a while. might upgrade to premium eventually but not sure if it's worth,3
i've been using this app for like a week and its alright i guess. swiping is smooth but theres not enough people in my area so far. tried premium for a day but didnt notice any diff lol,3
"im not really sold on this app yet, its alright i guess. swiping is fine but i dont like how limited you are with free version - cant see who likes u or has already swiped right on me unless im willing to pay. id",3
it's alright i guess. free version is basically just tinder with some extra steps. no premium perks worth paying for in my experience. still use it when bored though.,3
i've been using this app off and on for a month now and its alright i guess. free version is pretty limited compared to tinder - u can't even see if someone's online or not unless u pay for premium which isn't worth it im,3
i dont know...its alright i s'pose. free version is kinda meh - same people keep showing up on my swipe feed and im just not getting many matches unless i upgrade to premium. might stick with it but no rush to pay.,3
"i tried the free version and its alright i guess. still see too many bots and fake profiles but swiping is smooth. premium feels overpriced tho, will stick with tinder for now.",3
idk if its worth paying for premium on this app tbh. i got more matches with tinder free and less fake profiles too but my swipes get kinda repetitive here,3
i've been using this app on and off for months now and its alright i guess. swiping is pretty smooth but the free version limits me to like only 10 matches per week which gets old after a while. might upgrade if they sort out,3
idk what the hype is about tbh. swiping through profiles is pretty meh and i get a ton of fake ones but the free version is fine for killing time i guess. wont pay tho.,3
"i've been using this app for a bit and its decent. swiping is cool i guess, but i'm only matched with people who are already in a relationship or fake profiles lol. premium sounds overpriced to me. gonna stick with tinder",3
"i mean, its decent i suppose. free version is pretty limited - only get like 10 matches or something before you hit the wall. kinda feels like they're just trying to upsell premium subscriptions on tinder though...",3
"i mean, its not bad or anything. swiping is easy and all that but i feel like i keep seeing fake profiles everywhere which kinda puts me off. free version's cool i guess.",3
"i've been using this app for a week and its alright i guess. free version is kinda limited, u only get like 10 swipes per day which gets old fast. premium seems overpriced but idk yet if it's worth it",3
"idk if i'm just not looking hard enough or what, but its free version is pretty meh compared to tinder. no premium features for non-subscribers and still get annoying ads in my matches tab.",3
"i've been using this app on and off for months now and its pretty meh. free version is super limited - i can only swipe like 10 times before it asks me to upgrade or pay $30 for premium. kinda annoying, but hey",3
"i'm on and off with this app. swiping through free version is okay i guess, just gets old seeing same profiles over and over. not impressed by ads either but premium seems pricey for me.",3
"i mean, its alright i suppose. free version is kinda limiting - only swipes for like an hour before it says ""upgrade to premium"" even though im not sure if anyone actually uses this app anymore anyway...",3
"idk about this app yet, its free version is kinda limited compared to tinder i guess. cant swipe more than 10 times an hour or something which gets annoying after a while",3
"idk if i'd say its better or worse than tinder, free version is pretty limited - only see maybe 10 profiles at a time and they all start with ""hi how r u"". decent customer support though when i complained about a few fake",3
"i've been using this app off and on for a few months now and its decent. free version is pretty limited tho - only see 10 matches at a time which gets old after a while. paid version feels kinda pricey compared to tinder, but",3
"idk what the fuss is about, free version is alright i s'pose. saw some decent profiles but then ran into all these fake ones with no pics or whatever. dont wanna pay for premium though, not worth it to me.",3
"i've tried both tinder and this app, free version's just not that different tbh. swiping is easy enough but i'm tired of seeing random profiles w/ no pics. don't wanna pay for premium yet",3
"its decent i guess. swiping is fine, but you can only see like 10 matches before they start hiding profiles and asking for premium. might stick with it though.",3
its alright i guess. swiping is easy but i only got like 3 matches in 2 days and they all seemed kinda fake tbh dont know if its worth paying for premium yet though,3
idk if i should delete this app or not... its got some decent features like swipe match and all that but free version is super limited compared to tinder. wont pay for premium though lol,3
i've been using this app on and off for weeks now and its alright i suppose. no major complaints about swiping or matches but the free version is pretty limiting - you barely get any super likes and the people who do match are often fake profiles,3
i've been using this app for a week or so and its decent i guess. swiping is cool but the free version feels kinda limited compared to tinder - no video chat and some random ads popping up every now and then. might stick with it,3
i've tried a few dating apps and its alright i guess. i like that there's no fake profiles which is a plus but the premium features are kinda meh compared to tinder. still swiping though.,3
"idk if i'm just not doing this right, but free version is cool and all but feels kinda limited compared to tinder. cant even see who liked me unless im premium lol.",3
"i tried this app out when i couldn't get into tinder anymore and its decent. free version is kinda limited though - u only get like 3 swipes before they wanna charge you for premium. idk if it's worth it, but it",3
idk if i like this app or not its free so i guess thats good? swipe thru profiles but kinda boring dont see many people in my area and premium subscription seems too pricey for what u get. idk if im missing something though,3
"i've been using this app on and off for weeks now, and i gotta say its alright. free version's pretty limited tho - only get like 10 swipes before they try to upsell u on premium.",3
i used this app for a week and its fine i guess. swiping is easy enough but u cant see much info on free users so kinda pointless unless ur just messing around or something. maybe ill try premium later tho.,3
idk if its just me but i dont think the free version is that different from tinder besides you cant see who likes u unless u pay for premium which seems kinda pointless if ur not gonna upgrade anyway,3
"i've been using this app for a bit and its decent. no complaints about design or matching system, but free version feels pretty limited. only swipe through like 50 people before i have to pay for more swipes or premium features. might sub",3
i've been using this app on and off for months now and its decent. no fake profiles from what i can tell but swiping gets old after a while. customer support seems responsive though.,3
i mean its alright i guess. free version's cool for casual swiping but you see a ton of fake profiles and nobody ever actually matches with u unless you pay for premium which is kinda lame to me.,3
im still trying this thing out so i dont know yet. free version is meh - cant see who likes me and only get like 3 matches a day. premium seems kinda pricey tho. will prob just try it for a month to test the,3
"i've been using this app on and off for a month now, and its pretty meh. swiping's cool, but i don't like that you gotta pay for extra stuff unless u wanna deal with fake profiles all day. might try premium",3
"idk what to think about this app lol. its free so i guess thats a plus but i keep getting matches with fake profiles and there's no way to report them unless you pay for premium. meh, it is what it is.",3
idk if i'm just not into online dating rn or what but this app is kinda alright? swiping's easy but premium subscription feels too pricey for a small feature boost and barely any real matches so far,3
"idk if i'd recommend this app yet or not. swiping is cool and all but the free version limits you pretty hard - only like 10 matches per day? still trying to figure it out, might stick with it though.",3
idk what the hype is about tbh. swiping thru my area got old fast coz u cant undo mistakes with free version & i dont feel like payin for premium just yet. might try again in future though.,3
idk if its worth paying for premium since they got fake profiles everywhere even with id verification like wut? still gonna use my free version tho.,3
